node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear
621,622,0.00189033857562282,-79.1868115223972,-0.25320276734768,-79.3066441860764,0.716691922169842,0.131686612236539,0.129796273660916,2019.9967967555,2019.99868709407
804,816,0.00155374397780661,-80.6724659021604,-1.00413879600266,-80.6718688228894,-1.00416662354673,0.131748721934558,0.130194977956752,2019.99719545979,2019.99874920377
543,544,0.000793866519728792,-78.8274575452287,0.00912032191144242,-78.3081235477222,0.426100101010553,0.131769744246731,0.130975877727002,2019.99797635956,2019.99877022608
707,708,0.0106173215856317,-79.894718491107,-2.05436056268227,-79.8936307729628,-2.05456131064446,0.131784257687636,0.121166936102005,2019.98816741794,2019.99878473952
633,634,0.00118008645547074,-79.1861322109246,-0.254891447934293,-79.1845172903892,-0.253841615163449,0.131811507966613,0.130631421511143,2019.99763190335,2019.9988119898
1006,1008,0.000561414355280565,-79.8535742385841,-3.51542721432516,-79.8533523502921,-3.51545331350625,0.131849400429136,0.131287986073855,2019.99828846791,2019.99884988226
721,723,0.00149999297291759,-79.8927965802589,-2.05437658078796,-79.2565431890051,-3.99545870137671,0.131851593198021,0.130351600225104,2019.99735208206,2019.99885207503
595,604,0.00140161327901855,-79.8932221207852,-2.05486089559659,-79.8938844242918,-2.05557689258401,0.131855194112825,0.130453580833806,2019.99745406267,2019.99885567595
847,848,0.000608042395263131,-80.6727199887106,-1.00479300966321,-80.6726960220743,-1.00494653888216,0.131878219258473,0.13127017686321,2019.9982706587,2019.99887870109
1008,1009,7.6332409789881e-05,-79.8533523502921,-3.51545331350625,-79.8529643124051,-3.51639272805252,0.131925732838926,0.131849400429136,2019.99884988226,2019.99892621467
671,672,0.00234758539522528,-79.8946799232445,-2.0558749823635,-79.8942415332531,-2.0562430485314,0.131933734889254,0.129586149494029,2019.99658663133,2019.99893421672
714,715,0.00813132819565254,-79.8949492878449,-2.05450089510792,-79.8940276690312,-2.05498627776888,0.131935536519015,0.123804208323363,2019.99080469016,2019.99893601835
867,868,0.00076102444877546,-80.6731622414793,-1.00462645887063,-80.6724956932344,-1.00403674536461,0.131993506734565,0.13123248228579,2019.99823296412,2019.99899398857
595,596,0.00157397597299858,-79.8932221207852,-2.05486089559659,-79.8934954112327,-2.05478624936083,0.132027556806805,0.130453580833806,2019.99745406267,2019.99902803864
894,895,0.00084058958548372,-79.89299431816,-2.05561386680455,-79.8917089220511,-2.05511184110096,0.132059814574541,0.131219224989057,2019.99821970682,2019.99906029641
959,960,0.000454872855683242,-79.8926128991245,-2.05379565309226,-79.8927262811475,-2.0540573750772,0.132126445051596,0.131671572195913,2019.99867205403,2019.99912692689
816,817,0.000378454126160999,-80.6718688228894,-1.00416662354673,-80.671738233117,-1.00409434521966,0.132127176060719,0.131748721934558,2019.99874920377,2019.9991276579
555,556,0.00198627753659442,-79.8919308959128,-2.0541775871347,-79.8920359303574,-2.05400625359301,0.132167451900468,0.130181174363874,2019.9971816562,2019.99916793374
622,623,0.000502630265073245,-79.3066441860764,0.716691922169842,-79.3065777940684,0.716922873748934,0.132189242501612,0.131686612236539,2019.99868709407,2019.99918972434
596,597,0.000172057046898266,-79.8934954112327,-2.05478624936083,-79.8926700584841,-2.0543342740149,0.132199613853703,0.132027556806805,2019.99902803864,2019.99920009569
763,764,0.00283143729050384,-79.5446778763001,-1.49000699102618,-79.5438556597558,-1.48857054629609,0.132231184165796,0.129399746875292,2019.99640022871,2019.999231666
944,946,0.000602890221239605,-78.7720777003301,-1.97795209960603,-78.7719943502623,-1.97797936759906,0.132236113708224,0.131633223486984,2019.99863370532,2019.99923659554
927,928,0.00119518992005374,-79.8913424779097,-2.05524488606796,-79.8912739355743,-2.05537258816242,0.132260317092139,0.131065127172085,2019.99806560901,2019.99926079893
937,938,0.00161216344420123,-79.8929708266112,-2.05642437774831,-79.8923575819017,-2.05634857170747,0.132260822523525,0.130648659079323,2019.99764914091,2019.99926130436
975,976,0.00703243271015008,-79.8926260607389,-2.05604589412071,-79.8906078676205,-2.05366906324089,0.132286435870688,0.125254003160538,2019.992254485,2019.99928691771
938,939,2.88866036127766e-05,-79.8923575819017,-2.05634857170747,-79.8920967662193,-2.0563895440742,0.132289709127137,0.132260822523525,2019.99926130436,2019.99929019096
917,918,0.00198341555697756,-79.8927255756687,-2.05486222175072,-79.8924884284431,-2.05481852914284,0.132294346855438,0.130310931298461,2019.99731141313,2019.99929482869
763,786,0.00294013522218572,-79.5446778763001,-1.49000699102618,-79.5446987463745,-1.48972166155935,0.132339882097478,0.129399746875292,2019.99640022871,2019.99934036393
620,650,0.00338931626400207,-79.1836157253699,-0.252785888255415,-79.1862531004251,-0.255170442670112,0.132346619566208,0.128957303302206,2019.99595778514,2019.9993471014
867,882,0.00114596381263588,-80.6731622414793,-1.00462645887063,-80.6744111055827,-1.00410516477412,0.132378446098426,0.13123248228579,2019.99823296412,2019.99937892793
764,765,0.000192775341541385,-79.5438556597558,-1.48857054629609,-79.5427953182783,-1.48806309574807,0.132423959507337,0.132231184165796,2019.999231666,2019.99942444134
544,545,0.00066549815342154,-78.3081235477222,0.426100101010553,-78.288308564858,0.443494693406662,0.132435242400152,0.131769744246731,2019.99877022608,2019.99943572423
932,934,0.000929112692164891,-79.8921283252939,-2.05399458400397,-79.8910471511654,-2.05207942298413,0.132446020172056,0.131516907479891,2019.99851738931,2019.99944650201
604,605,0.000595075117895139,-79.8938844242918,-2.05557689258401,-79.893579877628,-2.05563785758141,0.13245026923072,0.131855194112825,2019.99885567595,2019.99945075107
604,609,0.000608728165663819,-79.8938844242918,-2.05557689258401,-79.8940192831561,-2.05715074220152,0.132463922278489,0.131855194112825,2019.99885567595,2019.99946440411
943,955,0.00132641575522929,-79.8933487948538,-2.05578109032227,-79.8931972814243,-2.05591139266824,0.132467163574143,0.131140747818913,2019.99814122965,2019.99946764541
723,724,0.000656138838349141,-79.2565431890051,-3.99545870137671,-79.2564770240383,-3.99569632425517,0.132507732036371,0.131851593198021,2019.99885207503,2019.99950821387
816,836,0.00076583225724558,-80.6718688228894,-1.00416662354673,-80.6729255463723,-1.00382379068629,0.132514554191804,0.131748721934558,2019.99874920377,2019.99951503603
697,698,0.00255800439837162,-79.8946088570511,-2.055950194554,-79.8950486093418,-2.05495986291043,0.132526300953885,0.129968296555514,2019.99696877839,2019.99952678279
804,805,0.00233311743857267,-80.6724659021604,-1.00413879600266,-80.6724964807023,-1.00411461885111,0.132528095395324,0.130194977956752,2019.99719545979,2019.99952857723
955,956,8.77789040467647e-05,-79.8931972814243,-2.05591139266824,-79.8931194061855,-2.05539184046593,0.13255494247819,0.132467163574143,2019.99946764541,2019.99955542431
740,747,0.00090000138933044,-78.2935905858668,0.436213587997079,-78.2887393060321,0.442295875401103,0.132562605366135,0.131662603976805,2019.99866308581,2019.9995630872
817,818,0.000445343530011466,-80.671738233117,-1.00409434521966,-80.6739832202468,-1.00261451820746,0.132572519590731,0.132127176060719,2019.9991276579,2019.99957300143
633,641,0.0019456185093345,-79.1861322109246,-0.254891447934293,-79.1851289686694,-0.254105858706158,0.132577040020477,0.130631421511143,2019.99763190335,2019.99957752186
959,968,0.000907231414920773,-79.8926128991245,-2.05379565309226,-79.8927328928718,-2.05311529948134,0.132578803610834,0.131671572195913,2019.99867205403,2019.99957928545
764,780,0.000347868396821993,-79.5438556597558,-1.48857054629609,-79.5440079076005,-1.49004631354867,0.132579052562618,0.132231184165796,2019.999231666,2019.9995795344
521,522,0.00097910185436656,-80.6722709129626,-1.00358247174134,-80.6726748720757,-1.00368059544243,0.132610349412965,0.131631247558598,2019.99863172939,2019.99961083125
596,601,0.000590002068633466,-79.8934954112327,-2.05478624936083,-79.8936766208388,-2.05473184432052,0.132617558875438,0.132027556806805,2019.99902803864,2019.99961804071
623,624,0.00043685789587089,-79.3065777940684,0.716922873748934,-79.3069175092949,0.716369159641119,0.132626100397483,0.132189242501612,2019.99918972434,2019.99962658223
786,787,0.000287732032258181,-79.5446987463745,-1.48972166155935,-79.5444458092018,-1.48974881132947,0.132627614129736,0.132339882097478,2019.99934036393,2019.99962809596
623,627,0.000439916111718119,-79.3065777940684,0.716922873748934,-79.3070636972047,0.716877468618032,0.13262915861333,0.132189242501612,2019.99918972434,2019.99962964045
671,675,0.0030478055791664,-79.8946799232445,-2.0558749823635,-79.8936395621504,-2.05619970288106,0.132633955073195,0.129586149494029,2019.99658663133,2019.99963443691
994,1000,0.00116154850660799,-80.7609628543807,-2.16097450072425,-80.7604403940209,-2.16014308222475,0.132635227247933,0.131473678741325,2019.99847416058,2019.99963570908
555,567,0.00250070651415835,-79.8919308959128,-2.0541775871347,-79.8921722316765,-2.05351486217329,0.132681880878032,0.130181174363874,2019.9971816562,2019.99968236271
545,546,0.000248529642696504,-78.288308564858,0.443494693406662,-78.2877134689516,0.443410430082383,0.132683772042849,0.132435242400152,2019.99943572423,2019.99968425388
960,961,0.000567927731549678,-79.8927262811475,-2.0540573750772,-79.8924405904289,-2.05389886706254,0.132694372783146,0.132126445051596,2019.99912692689,2019.99969485462
521,531,0.00108436574394433,-80.6722709129626,-1.00358247174134,-80.6723847129436,-1.003551043925,0.132715613302543,0.131631247558598,2019.99863172939,2019.99971609514
780,781,0.000138461270263512,-79.5440079076005,-1.49004631354867,-79.5446570080884,-1.48971829827151,0.132717513832881,0.132579052562618,2019.9995795344,2019.99971799567
839,840,0.00311669944335802,-80.6733097253626,-1.00453635726575,-80.6718910564352,-1.00304819539798,0.132718378103463,0.129601678660105,2019.99660216049,2019.99971885994
894,910,0.00150309206081878,-79.89299431816,-2.05561386680455,-79.8931686772108,-2.05539298482291,0.132722317049876,0.131219224989057,2019.99821970682,2019.99972279888
895,902,0.000672799409523139,-79.8917089220511,-2.05511184110096,-79.8915343415529,-2.05523946147109,0.132732613984064,0.132059814574541,2019.99906029641,2019.99973309582
961,963,5.4346321043508e-05,-79.8924405904289,-2.05389886706254,-79.8923999420209,-2.0539633711233,0.13274871910419,0.132694372783146,2019.99969485462,2019.99974920094
634,636,0.000938354371756267,-79.1845172903892,-0.253841615163449,-79.1852485896972,-0.254723134833332,0.13274986233837,0.131811507966613,2019.9988119898,2019.99975034417
946,947,0.000517350523869364,-78.7719943502623,-1.97797936759906,-78.7720073323642,-1.97819042770864,0.132753464232093,0.132236113708224,2019.99923659554,2019.99975394607
847,855,0.00149144619534558,-80.6727199887106,-1.00479300966321,-80.6733150178786,-1.00476204149305,0.132761623058555,0.13127017686321,2019.9982706587,2019.99976210489
662,663,0.00113444288931885,-79.8921864824455,-2.05536961967791,-79.8919429373874,-2.05578957471809,0.132763161682026,0.131628718792708,2019.99862920063,2019.99976364352
697,703,0.00280147367395034,-79.8946088570511,-2.055950194554,-79.1173254160829,-1.60525839076509,0.132769770229464,0.129968296555514,2019.99696877839,2019.99977025206
627,631,0.000143869717542211,-79.3070636972047,0.716877468618032,-79.306983626071,0.717046282622415,0.132773028330872,0.13262915861333,2019.99962964045,2019.99977351017
946,951,0.0005383042968371,-78.7719943502623,-1.97797936759906,-78.7723702865956,-1.97775424635335,0.132774418005061,0.132236113708224,2019.99923659554,2019.99977489984
918,919,0.000485601770455646,-79.8924884284431,-2.05481852914284,-79.8926059961523,-2.05502500549157,0.132779948625894,0.132294346855438,2019.99929482869,2019.99978043046
902,905,4.78616447582292e-05,-79.8915343415529,-2.05523946147109,-79.8926827287291,-2.05538281804878,0.132780475628822,0.132732613984064,2019.99973309582,2019.99978095746
818,819,0.000211119348540567,-80.6739832202468,-1.00261451820746,-80.6737232254147,-1.00263363824161,0.132783638939271,0.132572519590731,2019.99957300143,2019.99978412077
624,625,0.000160683265903461,-79.3069175092949,0.716369159641119,-79.3069475261034,0.716339461828627,0.132786783663386,0.132626100397483,2019.99962658223,2019.9997872655
1009,1027,0.000861955927786928,-79.8529643124051,-3.51639272805252,-79.8533856103946,-3.51516249708344,0.132787688766713,0.131925732838926,2019.99892621467,2019.9997881706
556,565,0.000625558269300552,-79.8920359303574,-2.05400625359301,-79.8917079423432,-2.05408418199578,0.132793010169769,0.132167451900468,2019.99916793374,2019.999793492
1009,1010,0.000880297615024839,-79.8529643124051,-3.51639272805252,-79.8535586721645,-3.51561716582937,0.132806030453951,0.131925732838926,2019.99892621467,2019.99980651229
693,694,0.0013169846757457,-79.8930584165039,-2.05535820408467,-79.8932877259553,-2.05571018757535,0.132815091140729,0.131498106464983,2019.9984985883,2019.99981557298
765,775,0.000396965932016213,-79.5427953182783,-1.48806309574807,-79.5449984020421,-1.48972699574327,0.132820925439354,0.132423959507337,2019.99942444134,2019.99982140727
993,1004,0.00159073720675673,-80.7602557561258,-2.16035375123135,-80.7607657821904,-2.16084440027071,0.132823739895682,0.131233002688925,2019.99823348452,2019.99982422173
994,995,0.00135170343846658,-80.7609628543807,-2.16097450072425,-80.7605502442958,-2.16031542355508,0.132825382179791,0.131473678741325,2019.99847416058,2019.99982586401
641,642,0.000248521651930567,-79.1851289686694,-0.254105858706158,-79.1848838734972,-0.254020961641157,0.132825561672408,0.132577040020477,2019.99957752186,2019.99982604351
844,885,0.0026262791306858,-80.672892898452,-1.00455392088636,-80.6729200957795,-1.00437075222489,0.132830281610797,0.130204002480112,2019.99720448431,2019.99983076345
765,766,0.000406733824055872,-79.5427953182783,-1.48806309574807,-79.5442635869954,-1.48984222667568,0.132830693331393,0.132423959507337,2019.99942444134,2019.99983117517
724,727,0.00032665809144361,-79.2564770240383,-3.99569632425517,-79.2565670300466,-3.99553315903551,0.132834390127814,0.132507732036371,2019.99950821387,2019.99983487196
698,699,0.000313566088970374,-79.8950486093418,-2.05495986291043,-79.893838137653,-2.05504159063369,0.132839867042856,0.132526300953885,2019.99952678279,2019.99984034888
680,681,0.0043883490843788,-79.8931377293537,-2.05542984291714,-79.8914874312918,-2.0546552757908,0.132846162031362,0.128457812946983,2019.99545829478,2019.99984664387
819,820,6.26436152777465e-05,-80.6737232254147,-1.00263363824161,-80.6733022510812,-1.00368148641397,0.132846282554549,0.132783638939271,2019.99978412077,2019.99984676439
650,652,0.00051297990296173,-79.1862531004251,-0.255170442670112,-79.1858318292038,-0.254655608051406,0.13285959946917,0.132346619566208,2019.9993471014,2019.9998600813
567,568,0.00018108676996742,-79.8921722316765,-2.05351486217329,-79.8922387848561,-2.05389338360608,0.132862967648,0.132681880878032,2019.99968236271,2019.99986344948
601,602,0.000247333086219159,-79.8936766208388,-2.05473184432052,-79.8940159285212,-2.05563506882645,0.132864891961658,0.132617558875438,2019.99961804071,2019.9998653738
634,635,0.00105677852565766,-79.1845172903892,-0.253841615163449,-79.1858202190438,-0.254766549787069,0.132868286492271,0.131811507966613,2019.9988119898,2019.99986876833
905,906,9.30930818952014e-05,-79.8926827287291,-2.05538281804878,-79.8921166163411,-2.05438231965034,0.132873568710718,0.132780475628822,2019.99978095746,2019.99987405055
