node1,node2,length,startLon,startLat,endLon,endLat,startNodeL,endNodeL,startYear,endYear
518,519,0.117811987732218,-79.9159160267535,-2.00838813724799,-79.8919719629537,-2.05425728497304,1.14027244338576,1.01592764390265,2019.85426307574,2019.97860787522
518,576,0.0842763372861928,-79.9159160267535,-2.00838813724799,-79.8923782420818,-2.05460498922253,1.14027244338576,1.04872935902752,2019.85426307574,2019.9458061601
576,577,0.014965508245431,-79.8923782420818,-2.05460498922253,-79.8931543650991,-2.05488707719427,1.04872935902752,1.02802311160338,2019.9458061601,2019.96651240752
577,578,0.00210820061944639,-79.8931543650991,-2.05488707719427,-79.8937018400793,-2.05497312797661,1.02802311160338,1.02618499114006,2019.96651240752,2019.96835052799
578,579,0.00628108123176996,-79.8937018400793,-2.05497312797661,-79.8935426756411,-2.05513436639745,1.02618499114006,1.01990390990829,2019.96835052799,2019.97463160922
577,732,0.00929864259845581,-79.8931543650991,-2.05488707719427,-79.8934048430842,-2.05616492937981,1.02802311160338,1.01899454916105,2019.96651240752,2019.97554096996
732,891,0.00702058639384351,-79.8934048430842,-2.05616492937981,-79.8930090099657,-2.05652079730107,1.01899454916105,1.0119739627672,2019.97554096996,2019.98256155636
579,592,0.00960116088880514,-79.8935426756411,-2.05513436639745,-79.8939254061155,-2.05503066618323,1.01990390990829,1.01030274901948,2019.97463160922,2019.98423277011
891,974,0.00501220885512965,-79.8930090099657,-2.05652079730107,-79.892968193102,-2.05579868821957,1.0119739627672,1.00696175391207,2019.98256155636,2019.98757376521
732,733,0.0123234561512033,-79.8934048430842,-2.05616492937981,-79.8896688858672,-2.05718727975064,1.01899454916105,1.00667109300984,2019.97554096996,2019.98786442612
578,707,0.0198168899509346,-79.8937018400793,-2.05497312797661,-79.894718491107,-2.05436056268227,1.02618499114006,1.00636810118912,2019.96835052799,2019.98816741794
891,892,0.00603243737138826,-79.8930090099657,-2.05652079730107,-79.8930402433762,-2.05702283065088,1.0119739627672,1.00594152539582,2019.98256155636,2019.98859399373
592,593,0.00452871969932223,-79.8939254061155,-2.05503066618323,-79.8937190670638,-2.05525510019854,1.01030274901948,1.00577402932016,2019.98423277011,2019.98876148981
733,803,0.00330811699469025,-79.8896688858672,-2.05718727975064,-80.6730597565977,-1.0039385395404,1.00667109300984,1.0054792902391,2019.98786442612,2019.98905622889
733,734,0.00166096369489188,-79.8896688858672,-2.05718727975064,-79.8909325718484,-2.05660034686474,1.00667109300984,1.00501012931495,2019.98786442612,2019.98952538981
593,594,0.00112630028146832,-79.8937190670638,-2.05525510019854,-79.8934616774872,-2.05499801145581,1.00577402932016,1.00464772903869,2019.98876148981,2019.98988779009
519,520,0.00786951975887429,-79.8919719629537,-2.05425728497304,-79.8077138563192,-1.02282952764403,1.01592764390265,1.00375061887126,2019.97860787522,2019.99078490025
707,714,0.0026372722213579,-79.894718491107,-2.05436056268227,-79.8949492878449,-2.05450089510792,1.00636810118912,1.00373082896776,2019.98816741794,2019.99080469016
738,739,-0.00392529220829585,-79.8928426950661,-2.05575968573075,-79.5440354814826,-1.48933573815146,0.996639412335082,1.00261925218249,2019.99789610679,2019.99191626694
576,992,0.0441275161018475,-79.8923782420818,-2.05460498922253,-80.3911624304074,-2.14359727202078,1.04872935902752,1.00232482588765,2019.9458061601,2019.99221069324
974,975,0.00468071978148488,-79.892968193102,-2.05579868821957,-79.8926260607389,-2.05604589412071,1.00696175391207,1.00228103413059,2019.98757376521,2019.992254485
593,670,0.00371746011851815,-79.8937190670638,-2.05525510019854,-79.8936156323703,-2.05504083071709,1.00577402932016,1.00205656920164,2019.98876148981,2019.99247894992
594,615,0.00396499087828484,-79.8934616774872,-2.05499801145581,-79.8916576906071,-2.05293806937549,1.00464772903869,1.00068273816041,2019.98988779009,2019.99385278097
734,735,0.00512060523704105,-79.8909325718484,-2.05660034686474,-79.8923069538011,-2.05542540936421,1.00501012931495,0.999889524077911,2019.98952538981,2019.99464599505
670,678,0.00233778229450476,-79.8936156323703,-2.05504083071709,-79.8932897983133,-2.05516330189976,1.00205656920164,0.999718786907137,2019.99247894992,2019.99481673222
616,620,0.000222090416724718,-79.8917318436113,-2.05273724201473,-79.1836157253699,-0.252785888255415,0.998799824405646,0.999693214628016,2019.99573569472,2019.9948423045
739,763,0.00242941412754272,-79.5440354814826,-1.48933573815146,-79.5446778763001,-1.49000699102618,1.00261925218249,0.999446783042028,2019.99191626694,2019.99508873608
678,679,0.000461821492832026,-79.8932897983133,-2.05516330189976,-79.8932092220353,-2.05525320776715,0.999718786907137,0.999256965414305,2019.99481673222,2019.99527855371
519,555,0.0123691866316556,-79.8919719629537,-2.05425728497304,-79.8919308959128,-2.0541775871347,1.01592764390265,0.999092539074328,2019.97860787522,2019.99544298005
679,680,0.000179741070160944,-79.8932092220353,-2.05525320776715,-79.8931377293537,-2.05542984291714,0.999256965414305,0.999077224344144,2019.99527855371,2019.99545829478
615,616,0.00188291375476068,-79.8916576906071,-2.05293806937549,-79.8917318436113,-2.05273724201473,1.00068273816041,0.998799824405646,2019.99385278097,2019.99573569472
892,893,0.00741784898748077,-79.8930402433762,-2.05702283065088,-79.892601830866,-2.05553788120137,1.00594152539582,0.998523676408335,2019.98859399373,2019.99601184272
579,580,0.021476440365941,-79.8935426756411,-2.05513436639745,-79.8919911835994,-2.05466027124832,1.01990390990829,0.998427469542346,2019.97463160922,2019.99610804958
678,688,0.00165895845519926,-79.8932897983133,-2.05516330189976,-79.8940115357712,-2.05756031501226,0.999718786907137,0.998059828451938,2019.99481673222,2019.99647569067
670,671,0.00410768140454332,-79.8936156323703,-2.05504083071709,-79.8946799232445,-2.0558749823635,1.00205656920164,0.997948887797098,2019.99247894992,2019.99658663133
803,839,0.00542961738413195,-80.6730597565977,-1.0039385395404,-80.6733097253626,-1.00453635726575,1.0054792902391,0.997933358631022,2019.98905622889,2019.99660216049
520,543,0.0052943702359094,-79.8077138563192,-1.02282952764403,-78.8274575452287,0.00912032191144242,1.00375061887126,0.997788752379282,2019.99078490025,2019.99674676675
