name	nameseq	pangolineage	date	state
2694_S25/B.1.1/2020-03-23/GUAYAS	2694_S25	B.1.1	2020-03-23	GUAYAS
2696_S26/B.1.1/2020-03-23/GUAYAS	2696_S26	B.1.1	2020-03-23	GUAYAS
2700_S27/B.1.1/2020-03-23/GUAYAS	2700_S27	B.1.1	2020-03-23	GUAYAS
2704_S28/B.1.1/2020-03-23/GUAYAS	2704_S28	B.1.1	2020-03-23	GUAYAS
27_S17/B.1.1/2020-03-20/GUAYAS	27_S17	B.1.1	2020-03-20	GUAYAS
281_S48/B.1.1/2020-06-01/MANABI	281_S48	B.1.1	2020-06-01	MANABI
28826_S39/B.1.1/2020-04-30/GUAYAS	28826_S39	B.1.1	2020-04-30	GUAYAS
28827_S40/B.1.1/2020-04-30/GUAYAS	28827_S40	B.1.1	2020-04-30	GUAYAS
28908_S45/B.1.1/2020-04-30/GUAYAS	28908_S45	B.1.1	2020-04-30	GUAYAS
28920_S46/B.1.1/2020-04-29/MANABI	28920_S46	B.1.1	2020-04-29	MANABI
2911_S30/B.1.1/2020-03-24/GUAYAS	2911_S30	B.1.1	2020-03-24	GUAYAS
2912_S31/B.1.1/2020-03-24/GUAYAS	2912_S31	B.1.1	2020-03-24	GUAYAS
2913_S32/B.1.1/2020-03-24/GUAYAS	2913_S32	B.1.1	2020-03-24	GUAYAS
2918_S34/B.1.1/2020-03-24/GUAYAS	2918_S34	B.1.1	2020-03-24	GUAYAS
2922_S35/B.1.1/2020-03-24/GUAYAS	2922_S35	B.1.1	2020-03-24	GUAYAS
2926_S36/B.1.1/2020-03-26/GUAYAS	2926_S36	B.1.1	2020-03-26	GUAYAS
2930_S37/B.1.1/2020-03-24/GUAYAS	2930_S37	B.1.1	2020-03-24	GUAYAS
2931_S38/B.1.1/2020-03-25/GUAYAS	2931_S38	B.1.1	2020-03-25	GUAYAS
2935_S39/B.1.1/2020-03-23/GUAYAS	2935_S39	B.1.1	2020-03-23	GUAYAS
2940_S40/B.1.1/2020-03-25/GUAYAS	2940_S40	B.1.1	2020-03-25	GUAYAS
2943_S42/B.1.1/2020-03-24/GUAYAS	2943_S42	B.1.1	2020-03-24	GUAYAS
2944_S43/B.1.1/2020-03-24/GUAYAS	2944_S43	B.1.1	2020-03-24	GUAYAS
2945_S44/B.1.1/2020-03-24/GUAYAS	2945_S44	B.1.1	2020-03-24	GUAYAS
