time	velocity	number_of_branches
2014.62966720276	39.7413243715591	0
2014.64240968187	39.8201722784036	0
2014.65515216098	39.8001358822899	0
2014.66789464009	39.7824260835636	0
2014.6806371192	39.7667998731469	0
2014.69337959832	39.7530425132356	0
2014.70612207743	39.7409638223331	0
2014.71886455654	39.7303950038586	0
2014.73160703565	39.7847070861578	0
2014.74434951476	40.5842267517793	0
2014.75709199387	41.0836134287263	0
2014.76983447299	41.2810029605696	0
2014.7825769521	41.4716267973428	0
2014.79531943121	41.6558222517222	0
2014.80806191032	41.8339050279344	0
2014.82080438943	42.0061708695621	0
2014.83354686855	42.1728970809501	0
2014.84628934766	42.334343886621	0
2014.85903182677	42.4907557112403	0
2014.87177430588	42.6423623267234	0
2014.88451678499	42.7893799144326	0
2014.8972592641	42.9320120360702	0
2014.91000174322	43.0809557716742	0
2014.92274422233	43.1445347678985	0
2014.93548670144	43.0836425670116	0
2014.94822918055	43.1137648994792	0
2014.96097165966	43.2543365397431	0
2014.97371413878	43.3823024137694	0
2014.98645661789	43.5070895280298	0
2014.999199097	43.6287803456642	0
2015.01194157611	43.7474586368833	0
2015.02468405522	43.8632086196659	0
2015.03742653434	43.9761143311625	0
2015.05016901345	44.0862590907879	0
2015.06291149256	44.144998569672	0
2015.07565397167	44.189310837038	0
2015.08839645078	44.2338156705089	0
2015.10113892989	44.2784126668188	0
2015.11388140901	44.3230145830167	0
2015.12662388812	44.3913880916194	0
2015.13936636723	44.481955121603	0
2015.15210884634	44.7417541651518	0
2015.16485132545	44.8466137000718	0
2015.17759380457	44.9224836199572	0
2015.19033628368	44.9440217753933	0
2015.20307876279	44.9655594644427	0
2015.2158212419	44.8818570198119	0
2015.22856372101	44.7286154221244	0
2015.24130620013	44.581492205369	0
2015.25404867924	44.440109783687	0
2015.26679115835	44.304122201983	0
2015.27953363746	44.1732117409599	0
2015.29227611657	44.047086063451	0
2015.30501859568	43.9254756559731	0
2015.3177610748	43.8333844993718	0
2015.33050355391	43.8463557726677	0
2015.34324603302	43.8580316178874	0
2015.35598851213	43.8685190274186	0
2015.36873099124	43.8779151297354	0
2015.38147347036	43.8863082024141	0
2015.39421594947	43.8937786104036	0
2015.40695842858	43.9003996092245	0
2015.41970090769	43.9460952115934	0
2015.4324433868	43.9946428003262	0
2015.44518586591	44.0429250143227	0
2015.45792834503	44.089479399794	0
2015.47067082414	44.1461201746266	0
2015.48341330325	44.2518107318185	0
2015.49615578236	44.3026133649279	0
2015.50889826147	44.350096891274	0
2015.52164074059	44.3825429097131	0
2015.5343832197	44.2781064961118	0
2015.54712569881	44.1772477460371	0
2015.55986817792	44.072454780123	0
2015.57261065703	43.9611506212098	0
2015.58535313615	43.8536875280612	0
2015.59809561526	43.7498675499819	0
2015.61083809437	43.6495062562109	0
2015.62358057348	43.5515241480765	0
2015.63632305259	43.4180414556607	0
2015.6490655317	43.5107709509407	0
2015.66180801082	43.6875159990855	0
2015.67455048993	43.8595485548458	0
2015.68729296904	44.0273119842599	0
2015.70003544815	44.1971085485153	0
2015.71277792726	44.418007885198	0
2015.72552040638	48.7818499550182	0
2015.73826288549	48.9139885144355	0
2015.7510053646	49.0413323061468	0
2015.76374784371	49.0910382542881	0
2015.77649032282	49.213867019487	0
2015.78923280194	49.3330787426969	0
2015.80197528105	49.4352335997405	0
2015.81471776016	49.5289080032291	0
2015.82746023927	49.6183392186041	0
2015.84020271838	49.702605722171	0
2015.85294519749	49.7838137324477	0
2015.86568767661	49.8699528709092	0
2015.87843015572	50.0040907028896	0
2015.89117263483	50.1329755943924	0
2015.90391511394	50.2250684486184	0
2015.91665759305	50.105685768822	0
2015.92940007217	49.9906127243709	0
2015.94214255128	49.8796180680914	0
2015.95488503039	49.7878572205727	0
2015.9676275095	49.7042415380599	0
2015.98036998861	49.7083428642134	0
2015.99311246772	49.9818033222326	0
2016.00585494684	50.4084738459263	0
2016.01859742595	50.4358750433277	0
2016.03133990506	50.5012384873844	0
2016.04408238417	50.6404300816151	0
2016.05682486328	50.7629470838585	0
2016.0695673424	50.9138034802523	0
2016.08230982151	51.0639577686405	0
2016.09505230062	51.1361952667719	0
2016.10779477973	51.1794074776241	0
2016.12053725884	51.2201961785576	0
2016.13327973796	51.2379156621364	0
2016.14602221707	51.2343110743874	0
2016.15876469618	51.2278600240879	0
2016.17150717529	51.1945447721223	0
2016.1842496544	51.1754462319637	0
2016.19699213351	51.1545128653261	0
2016.20973461263	51.1342766186958	0
2016.22247709174	51.1118327779648	0
2016.23521957085	51.0822126309943	0
2016.24796204996	51.1079146368333	0
2016.26070452907	51.2180960194934	0
2016.27344700819	51.3195660511616	0
2016.2861894873	51.3984473222952	0
2016.29893196641	51.4547166309011	0
2016.31167444552	54.1064295192669	0
2016.32441692463	54.1969270178891	0
2016.33715940375	54.2960182571441	0
2016.34990188286	54.4038697134652	0
2016.36264436197	54.5073070405419	0
2016.37538684108	54.5200900343607	0
2016.38812932019	54.5293552693481	0
2016.4008717993	54.5936846706128	0
2016.41361427842	54.715838795939	0
2016.42635675753	54.8332371880783	0
2016.43909923664	54.9350890116145	0
2016.45184171575	55.0237631751962	0
2016.46458419486	55.1090982400864	0
2016.47732667398	57.1004463878733	0
2016.49006915309	57.0871902121661	0
2016.5028116322	57.0676622498355	0
2016.51555411131	57.052161036067	0
2016.52829659042	57.0372330827558	0
2016.54103906953	57.0112263349797	0
2016.55378154865	56.9769002043674	0
2016.56652402776	56.8577859382818	0
2016.57926650687	56.7055387927015	0
2016.59200898598	56.5587910316441	0
2016.60475146509	56.4024795152412	0
2016.61749394421	56.1838242348005	0
2016.63023642332	55.9728243332775	0
2016.64297890243	86.069620899981	0
2016.65572138154	85.9853956561408	0
2016.66846386065	85.901843460048	0
2016.68120633977	85.816849867403	0
2016.69394881888	85.7333191215633	0
2016.70669129799	85.6525952178423	0
2016.7194337771	85.5745387523079	0
2016.73217625621	85.4875271702953	0
2016.74491873532	85.365937772135	0
2016.75766121444	85.2358172629876	0
2016.77040369355	85.109249506715	0
2016.78314617266	83.5854083079614	0
2016.79588865177	80.8805706630866	0
2016.80863113088	78.4717582592455	0
2016.82137361	76.3253616620238	0
2016.83411608911	74.3997344569252	0
2016.84685856822	72.6475077210351	0
2016.85960104733	71.0411985889188	0
2016.87234352644	69.5785635248148	0
2016.88508600556	68.2336320963585	0
2016.89782848467	67.6857393115585	0
2016.91057096378	66.5246957002728	0
2016.92331344289	65.4945122644083	0
2016.936055922	64.3349729578226	0
2016.94879840111	63.570033898077	0
2016.96154088023	62.5359344693238	0
2016.97428335934	61.574560346941	0
2016.98702583845	60.060089258885	0
2016.99976831756	59.2351774055043	0
2017.01251079667	58.4575965926702	0
2017.02525327579	57.7252116979108	0
2017.0379957549	57.0363632741864	0
2017.05073823401	56.3856675048913	0
2017.06348071312	55.7783405029748	0
2017.07622319223	55.06830332129	0
2017.08896567134	54.4902112114089	0
2017.10170815046	53.9231137748999	0
2017.11445062957	53.3765871547699	0
2017.12719310868	52.8547523218255	0
2017.13993558779	52.3614457641471	0
2017.1526780669	52.4452123505759	0
2017.16542054602	52.0416781009293	0
2017.17816302513	51.669654198939	0
2017.19090550424	51.3224433712766	0
2017.20364798335	51.6986505817333	0
2017.21639046246	51.3815058126831	0
2017.22913294158	51.2314573459974	0
2017.24187542069	51.2116279598609	0
2017.2546178998	51.0768856045312	0
2017.26736037891	50.9218984066625	0
2017.28010285802	50.7681140715695	0
2017.29284533713	50.6116145004313	0
2017.30558781625	50.4646623889253	0
2017.31833029536	50.316601313268	0
2017.33107277447	50.1476026694128	0
2017.34381525358	50.518049703463	0
2017.35655773269	51.2901747424832	0
2017.36930021181	52.0180952094772	0
2017.38204269092	52.7059857497127	0
2017.39478517003	53.374994821356	0
2017.40752764914	54.001809472774	0
2017.42027012825	54.5905876046747	0
2017.43301260737	55.1168812063483	0
2017.44575508648	55.3083174275545	0
2017.45849756559	54.4495164446553	0
2017.4712400447	53.6420179432379	0
2017.48398252381	53.3749834106814	0
2017.49672500292	52.6670050178865	0
2017.50946748204	52.0025789756668	0
2017.52220996115	51.8994622392375	0
2017.53495244026	51.3307160155501	0
2017.54769491937	50.7927750027948	0
2017.56043739848	51.0234616471016	0
2017.5731798776	50.528297887105	0
2017.58592235671	49.9178582505127	0
2017.59866483582	49.4209669165324	0
2017.61140731493	49.1149258727234	0
2017.62414979404	49.026555897904	0
2017.63689227315	49.098058784782	0
2017.64963475227	48.9955839724445	0
2017.66237723138	48.8947029581826	0
2017.67511971049	48.7787348922816	0
2017.6878621896	48.6527869063343	0
2017.70060466871	48.9065895278822	0
2017.71334714783	48.7539434095296	0
2017.72608962694	48.6331509153814	0
2017.73883210605	48.5245254221503	0
2017.75157458516	48.4164325176144	0
2017.76431706427	48.2827686179737	0
2017.77705954339	48.1490329500909	0
2017.7898020225	48.1040331824158	0
2017.80254450161	48.3638756080825	0
2017.81528698072	48.240156777806	0
2017.82802945983	48.1189255206927	0
2017.84077193894	47.9949650966788	0
2017.85351441806	47.8705685686494	0
2017.86625689717	48.0742032470197	0
2017.87899937628	47.9378711908282	0
