time	95%HPD_lower_value	95%HPD_higher_value
2017.74520334561	0	0
2017.75794582472	0	0
2017.77068830383	0	0
2017.78343078294	0	0
2017.79617326205	0	0
2017.80891574117	0	0
2017.82165822028	0	0
2017.83440069939	0	0
2017.8471431785	0	0
2017.85988565761	0	0
2017.87262813672	0	0
2017.88537061584	0	0
2017.89811309495	0	0
2017.91085557406	0	0
2017.92359805317	0	0
2017.93634053228	0	0
2017.9490830114	0	0
2017.96182549051	0	0
2017.97456796962	0	0
2017.98731044873	0	0
2018.00005292784	0	0
2018.01279540695	0	0
2018.02553788607	0	0
2018.03828036518	0	0
2018.05102284429	0	0
2018.0637653234	0	0
2018.07650780251	0	0
2018.08925028163	0	0
2018.10199276074	0	0
2018.11473523985	0	0
2018.12747771896	0	0
2018.14022019807	0	0
2018.15296267719	0	0
2018.1657051563	0	0
2018.17844763541	0	0
2018.19119011452	0	0
2018.20393259363	0	0
2018.21667507274	0	0
2018.22941755186	0	0
2018.24216003097	0	0
2018.25490251008	0	0
2018.26764498919	0	0
2018.2803874683	0	0
2018.29312994742	0	0
2018.30587242653	0	0
2018.31861490564	0	0
2018.33135738475	0	0
2018.34409986386	0	0
2018.35684234297	0	0
2018.36958482209	0	0
2018.3823273012	0	0
2018.39506978031	0	0
2018.40781225942	0	0
2018.42055473853	0	0
2018.43329721765	0	0
2018.44603969676	0	0
2018.45878217587	0	0
2018.47152465498	0	0
2018.48426713409	0	0
2018.49700961321	0	0
2018.50975209232	0	0
2018.52249457143	0	0
2018.53523705054	0	0
2018.54797952965	0	0
2018.56072200876	0	0
2018.57346448788	0	0
2018.58620696699	0	0
2018.5989494461	0	0
2018.61169192521	0	0
2018.62443440432	0	0
2018.63717688344	0	0
2018.64991936255	0	0
2018.66266184166	0	0
2018.67540432077	0	0
2018.68814679988	0	0
2018.700889279	0	0
2018.71363175811	0	0
2018.72637423722	0	0
2018.73911671633	0	0
2018.75185919544	0	0
2018.76460167455	0	0
2018.77734415367	0	0
2018.79008663278	0	0
2018.80282911189	0	0
2018.815571591	0	0
2018.82831407011	0	0
2018.84105654923	0	0
2018.85379902834	0	0
2018.86654150745	0	0
2018.87928398656	0	0
2018.89202646567	0	0
2018.90476894479	0	0
2018.9175114239	0	0
2018.93025390301	0	0
2018.94299638212	0	0
2018.95573886123	0	0
2018.96848134034	0	0
2018.98122381946	0	0
2018.99396629857	0	0
2019.00670877768	0	0
2019.01945125679	0	0
2019.0321937359	0	0
2019.04493621502	0	0
2019.05767869413	0	0
2019.07042117324	0	0
2019.08316365235	0	0
2019.09590613146	0	0
2019.10864861057	0	0
2019.12139108969	0	0
2019.1341335688	0	0
2019.14687604791	0	0
2019.15961852702	0	0
2019.17236100613	0	0
2019.18510348525	0	0
2019.19784596436	0	0
2019.21058844347	0	0
2019.22333092258	0	0
2019.23607340169	0	0
2019.24881588081	0	0
2019.26155835992	0	0
2019.27430083903	0	0
2019.28704331814	0	0
2019.29978579725	0	0
2019.31252827636	0	0
2019.32527075548	0	0
2019.33801323459	0	0
2019.3507557137	0	0
2019.36349819281	0	0
2019.37624067192	0	0
2019.38898315104	0	0
2019.40172563015	0	0
2019.41446810926	0	0
2019.42721058837	0	0
2019.43995306748	0	0
2019.45269554659	0	0
2019.46543802571	0	0
2019.47818050482	0	0
2019.49092298393	0	0
2019.50366546304	0	0
2019.51640794215	0	0
2019.52915042127	0	0
2019.54189290038	0	0
2019.55463537949	0	0
2019.5673778586	0	0
2019.58012033771	0	0
2019.59286281683	0	0
2019.60560529594	0	0
2019.61834777505	0	0
2019.63109025416	0	0
2019.64383273327	0	0
2019.65657521238	0	0
2019.6693176915	0	0
2019.68206017061	0	0.00772327849463062
2019.69480264972	0	0.0415222178087244
2019.70754512883	0	0.0585153936632691
2019.72028760794	0	0.0848045101949301
2019.73303008706	0	0.102946791767042
2019.74577256617	0	0.136867008438877
2019.75851504528	0	0.173834376549063
2019.77125752439	0	0.244441770513962
2019.7840000035	0	0.273579476874464
2019.79674248262	0	0.317136536884717
2019.80948496173	0	0.40417012673075
2019.82222744084	0	0.478303493663155
2019.83496991995	0	0.601321484881514
2019.84771239906	0	0.654521276427994
2019.86045487817	0	7.7782610286564
2019.87319735729	0	27.6424139030227
2019.8859398364	0	47.763106989186
2019.89868231551	0	69.6730367662889
2019.91142479462	0	109.629500827338
2019.92416727373	0	141.995380966516
2019.93690975285	0	151.73331319288
2019.94965223196	0	189.981073391237
2019.96239471107	0	265.409899651158
2019.97513719018	0	283.177081264909
2019.98787966929	0.0559505808094324	314.996736231167
2020.00062214841	31.1954943271716	331.525556666299
2020.01336462752	329.435864871513	368.754334620082
2020.02610710663	329.472636233654	368.75695971826
2020.03884958574	329.475940843407	368.759585209961
2020.05159206485	329.479245524732	368.762211095164
2020.06433454396	329.482550277598	368.76483737386
2020.07707702308	329.485855101991	368.767464046065
2020.08981950219	329.489159997909	368.770091111735
2020.1025619813	329.492464965389	368.772718570897
2020.11530446041	329.49577000439	368.775346423519
2020.12804693952	329.499075114894	368.777974669593
2020.14078941864	329.502380296942	368.782401704932
2020.15353189775	329.505685550517	368.789818539179
2020.16627437686	329.508990875603	368.79723570964
2020.17901685597	329.512296272199	368.804653216319
2020.19175933508	329.515601740329	368.812071059172
2020.20450181419	329.51890727995	368.819489238239
2020.21724429331	329.522212891115	368.826907753427
2020.22998677242	329.525518573781	368.834326604764
2020.24272925153	329.528824327918	368.841745792206
2020.25547173064	329.532130153592	368.849165315744
2020.26821420975	329.535436050774	368.856585175347
2020.28095668887	329.538742019448	368.864005370982
2020.29369916798	329.542048059625	368.871425902664
2020.30644164709	329.545354171291	368.878846770375
2020.3191841262	329.548660354455	368.886267974056
2020.33192660531	329.551966609103	368.766943059612
2020.34466908443	329.756558171619	368.901111389288
2020.35741156354	329.757606189344	368.908533600835
2020.37015404265	329.758654210497	368.915956148259
2020.38289652176	329.759702235065	368.923379031577
2020.39563900087	329.764413412143	368.930802250782
2020.40838147998	329.571805638284	368.938225805804
2020.4211239591	329.575112393338	368.945649696684
2020.43386643821	329.578419219872	368.953073923352
2020.44660891732	329.581726117843	368.960498485801
2020.45935139643	329.638912199526	368.967923384036
2020.47209387554	329.922116571742	368.975348617998
2020.48483635466	330.135238816247	368.926426296043
2020.49757883377	330.14263503409	368.9902000931
2020.51032131288	330.743549791236	370.824809621261
2020.52306379199	330.743549791236	370.824809621261
2020.5358062711	330.743549791236	370.824809621261
2020.54854875021	330.743549791236	370.824809621261
2020.56129122933	330.743549791236	370.824809621261
2020.57403370844	330.743549791236	370.824809621261
2020.58677618755	330.743549791236	370.824809621261
2020.59951866666	330.743549791236	370.824809621261
2020.61226114577	330.743549791236	370.824809621261
2020.62500362489	330.743549791236	370.824809621261
2020.637746104	330.743549791236	370.824809621261
2020.65048858311	330.743549791236	370.824809621261
2020.66323106222	330.743549791236	370.824809621261
2020.67597354133	330.743549791236	370.824809621261
2020.68871602045	330.743549791236	370.824809621261
2020.70145849956	330.743549791236	370.824809621261
2020.71420097867	330.743549791236	370.824809621261
2020.72694345778	330.743549791236	370.824809621261
2020.73968593689	330.743549791236	370.824809621261
2020.752428416	330.743549791236	370.824809621261
2020.76517089512	330.743549791236	370.824809621261
2020.77791337423	330.743549791236	370.824809621261
2020.79065585334	330.743549791236	370.824809621261
2020.80339833245	330.743549791236	370.824809621261
2020.81614081156	330.743549791236	370.824809621261
2020.82888329068	330.743549791236	371.415631935234
2020.84162576979	330.743549791236	372.482078073982
2020.8543682489	330.743549791236	372.482078073982
2020.86711072801	330.743549791236	373.812547709389
2020.87985320712	331.210687812558	377.211401667134
2020.89259568624	330.743549791236	376.808134191023
2020.90533816535	330.743549791236	376.808134191023
2020.91808064446	330.743549791236	377.468626488372
2020.93082312357	331.210687812558	378.062105714125
2020.94356560268	331.210687812558	378.159077366099
2020.95630808179	331.210687812558	378.160438864045
2020.96905056091	331.210687812558	378.160438864045
2020.98179304002	331.210687812558	378.160438864045
2020.99453551913	331.210687812558	378.160438864045
