mean_branch_dispersal_velocity	weighted_branch_dispersal_velocity	branch_dispersal_velocity_variation_among_branches	original_diffusion_coefficient	weighted_diffusion_coefficient	diffusion_coefficient_variation_among_branches
4434.39010889643	63.7362786698692	14.3574532376199	228822.478908681	3111.43352374521	16.0327006623936
1247.07404668112	68.5110334183132	9.74300799899696	48141.6992094502	3602.65898340704	10.3735945310001
2532.72502652886	65.4650806069062	21.4581373835945	163928.753566149	3254.83422324395	25.7412932904884
2854.43297522939	63.8778505087506	14.0461155837863	117124.458754346	2969.68364639098	13.2295225256636
1512.29280765041	69.1925812967837	17.5628825731538	75269.1607849649	3632.80091791576	21.2767295890965
1127.4173873742	63.2781625596557	9.67394332242016	53556.9173954157	3143.05661144219	13.3548487457658
4714.36035090033	62.6875605838465	17.0796896249444	213877.664038819	3046.16686145546	18.7265468458838
1302.38298115446	61.7448285734801	15.4000094765383	64889.0765656666	2963.52618076676	21.2229049795358
964.004132301317	67.0410338246951	9.14379169596796	36081.5254041884	3405.69552738726	10.4164634812609
1422.17551300787	61.0863709503707	11.7716527078409	47162.2282083243	2880.87871473026	10.9198025427153
7539.85263082764	67.9224563668682	13.0651663306256	386830.295341728	3357.07649476798	14.7346455326212
1145.72201677255	69.3766817848446	12.296857521719	29326.1882107998	3022.12437431878	10.4114597214914
1098.58174449876	61.7454191118663	17.0039393562388	59077.4072871402	2851.40405393412	23.3051280579665
3260.52402982319	63.6293668413164	14.744746107891	187632.22046434	3104.32008420467	17.9086096931057
1937.36470241599	69.1728311917482	19.5519799859315	95287.8625815797	3308.78683031444	23.4342741163757
687.368612543572	64.6717849927427	8.92384769724449	25965.4850024786	3157.95573236661	9.71359753030251
9283.04080205835	64.934870379993	21.3258761918483	532549.226166066	3245.57913323266	22.2591781028091
1485.89654071379	58.8246474375967	12.4230232843656	56152.0306209071	2635.11862626717	13.8432659382157
1323.97623570087	68.0948542976991	15.7127223940147	51757.0312874801	3297.0030430287	13.6907943933643
3665.36845834644	67.6699242242856	19.2611369481502	139767.104342448	3213.31212795982	17.8591500419056
1438.88916803618	65.6337477331884	12.9044810155972	63425.4483962241	3128.713228339	13.7419126639532
1784.54986155105	73.2816934205001	10.2415899701699	55730.5374033676	3732.18269765382	10.3359004167718
4003.74261101668	69.4147758891072	16.9737979954265	264345.817040994	3536.55095200835	19.9654896283594
4090.86742022789	64.1043069370716	14.4849845845416	143952.304645888	3258.58956311035	12.9548653036176
86.2041547566698	52.5367379556901	5.50336148565342	2354.18381303043	2138.63231804123	9.73976424882559
1533.2923561035	59.1028910020401	10.5584768519104	56044.404756547	2687.86178345476	12.082001237758
1444.31144511411	65.5426714955241	10.1080447924456	43741.5095994346	3055.82928184147	10.344948950784
1800.09604451098	64.9196275748706	12.9751276410973	70805.6872796354	3050.6329175804	16.6883411616174
869.238884083945	58.3604757174677	9.0296589317582	31503.7959328097	2703.81535536673	9.57952490191891
4000.47631217904	65.1258834381005	12.5117595739358	150793.097945185	3160.15802507854	12.0168614439848
1277.37119311819	59.0541685337898	9.9481442782361	45321.2972621702	2643.55013071097	12.0775947070122
2039.41536464959	62.7127453229194	14.49384174322	112178.15886685	2974.38488926475	19.1623858970104
3281.36528524353	63.6845845646468	15.6770952241903	157991.448369255	3095.26845720063	21.8883077883739
2844.65108755528	63.0260884871451	10.0328833634014	119869.513766043	3074.62451199173	10.8128834303438
698.777686035069	67.6363075020147	11.7139345367954	30170.3560711484	3179.22265013737	14.4118597785752
13886.2112239198	64.6549173511581	21.8224026785892	816131.544412102	3134.24155243124	23.0380833262809
2052.02632455013	60.149232971924	21.3907041529774	137056.289299217	2810.88949301576	25.9639360086083
2403.32227220323	65.2683726189403	19.3936319305484	112707.613839767	3147.11977447722	19.4597014408067
2000.57464221668	65.2937683522064	13.4490100025898	52254.6168320594	3073.59163728245	12.7933571889594
1184.21230473137	62.4662289920482	11.4652339348504	46502.5773846244	2975.29016990502	11.4506921534617
1697.38594436369	64.4863304315045	11.641242219421	63808.900912242	3101.3509112663	12.4607990329359
615.862061315037	65.2781170132883	8.0144452206534	20471.626268885	3129.37774016764	8.89462564373323
5783.34614710456	64.0042545414013	22.3487842513041	398913.915432746	3069.39273961536	26.3528804181923
1128.86408206389	62.0972451546686	18.5772789533168	71661.6235401043	2948.1558498845	23.8432221376248
8229.74403212654	61.9509983455466	20.0427234785901	485108.153941097	2999.94482596129	22.591045060793
3985.31468221989	61.0596671512829	18.1869763652459	144821.955141965	2821.83472479981	16.6407984931801
1286.23830133379	63.7980430819952	10.7597777699618	65067.8852329156	3113.69803874784	13.470379967217
1087.66396696088	65.9752122591944	12.1848363069153	41012.5455188868	3164.26625872043	12.1844954987231
1743.46426270363	62.3420718419241	17.729689592482	54630.3515804799	3004.83639852419	14.9386747386896
3163.19987299972	63.1839649412771	16.7058423681828	128488.854254067	2971.62563639493	15.9825904786285
114.389640894212	62.1120281231388	5.45445405877967	4197.01363337174	2669.79346215922	7.57402335779644
2422.07906124763	62.6921225937015	14.5570497511762	93021.2682951851	3046.17838166985	15.8949862383179
79794.8260293004	63.344597537028	31.2755741654838	2005102.33319239	3023.00764940116	30.1993040196424
4032.39688231034	67.132703330505	25.9690516542736	258816.667322124	3272.37825020852	27.7738082639214
2099.69023638955	61.8508518184614	18.7786156904064	96349.9816507046	2993.19963012451	20.0991332556529
3000.51712465688	65.7722944452611	15.0138836972305	152020.744860397	3236.78591251869	18.1422733686611
2437.07116396662	61.8285707519005	11.2427154638527	80632.1105492962	2993.57259769015	12.2465559783
718.398214023687	67.671289648245	8.94798627079493	32118.0138667054	3433.80211819755	11.8882154947506
1186.41196468765	59.5580976014311	9.75109568373347	36763.7358529036	2641.86926975524	10.0949347637423
1869.12144504386	64.4108984460604	10.5058931368425	87906.9360798439	3201.17448908426	13.2647876996582
1231.04765720538	61.6456655842154	12.9241023838155	53781.3697562212	2922.69146573247	14.240092339349
1538.21546171485	63.7380294957771	15.3004855927229	77297.1372069485	3022.79047753963	17.7228003164711
2153.17391358528	70.0667364057627	16.1475063978876	115100.140385744	3252.67829292769	22.1667973691034
1217.94913342452	64.2014718207409	11.3167654702777	69671.8241640791	3137.83568965723	14.8605481763277
2048.39358047219	66.7596977559019	11.1431051350303	76353.3020563669	3427.59775102091	12.9732325574357
2100.93080949098	64.7086975800382	12.9613356289594	85103.3373880003	3037.00506563029	14.6458187922553
5289.36582187053	63.4181264264728	16.4369235125443	251537.362584458	3186.68956366066	18.896829001613
148.709986490314	62.2961071224037	7.06941997866971	4145.19543001749	2672.83806822897	6.6757387966953
3466.47538840934	65.3228247547903	12.279223135412	208290.729768734	3303.9160958086	14.4612323854893
3257.70949300068	61.8176024741147	23.4947169126603	240005.285194637	3018.26630373186	26.2613886898132
1834.04049636069	63.3858907265028	16.371082784689	122392.386431661	3078.81973563106	19.7734606415236
1194.73637965276	62.6063154094811	9.34232124376412	42857.2755234806	3026.51565621526	10.0385654639049
785.048917818481	68.7382228389816	8.72627586178857	28913.8983294414	3154.42888290741	12.2068085046513
1279.24070892721	64.3722604903786	10.9889225543048	64167.892319031	3116.72566784933	13.884363526751
2150.44320177157	62.322680174582	10.6063640379989	99310.8633007982	3042.28723143095	13.7992773159552
1981.86992477019	62.1340944049408	12.1233577885406	71399.8377035721	2938.33954507265	12.0394736027704
3158.09743735305	64.2185866989324	18.5997474642118	191107.828156795	3200.21217317437	24.5621907580325
1827.63831883769	62.2064386612659	12.2788301880296	80563.29206277	3102.17537625196	14.4954148871444
1217.01521997109	63.1952321442661	10.061089679493	46994.9581694504	3143.0683539309	11.2834406275484
2571.19541009572	63.5858528581434	9.89414813580046	107785.384434735	3092.60901909357	12.2560641346383
1533.69630097546	66.1288482172412	13.2008120950698	67555.4041301287	3187.2671638586	15.5408115232138
1822.1643028187	63.4542773674023	14.1627334659439	88633.5784833342	3129.80897226082	17.8521711011663
1567.92366787495	63.3994098051517	19.4104390173807	75793.5960890577	3132.37617118362	20.796734237203
926.112798323407	68.0371214176596	14.0790173736675	37089.5904577371	3190.09573919439	13.6825636342088
1615.77918208112	63.9539127070988	13.5483689018587	71115.75477564	3068.14171767122	18.6225586256814
2877.24078274093	61.9427625397656	13.4069067064126	128673.122505969	3040.06158689006	16.0270205104618
3960.66816811957	62.0920636676671	19.7054198442185	257422.043485223	3027.78470525184	20.4848859550954
1631.72900468319	60.6892359642424	13.7552214492795	53495.400968912	2823.24054821557	14.6975755714099
1571.6228500104	67.0434810591225	10.3129777257995	59821.1303559571	3548.96953390868	10.8293423187643
1680.66639508609	61.8306744604455	14.6306753891203	94970.4035963295	2993.11662355074	17.1889587629919
2032.4985698724	63.06144750895	11.8320549503657	79232.7936542842	3042.94220969285	12.6379059145315
