node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID
518,519,0.0321546778480257,-2.05498281740462,-79.8921719844301,-2.05540139395782,-79.8913182376499,0.0321546778480257,0,2019.93988783914,2019.97204251699,84060000
518,944,0.00950494100647625,-2.05498281740462,-79.8921719844301,-2.05531455411155,-79.8923822473561,0.00950494100647625,0,2019.93988783914,2019.94939278015,84060000
519,599,0.00126307764343836,-2.05540139395782,-79.8913182376499,-2.05524480287189,-79.8914375744462,0.0334177554914641,0.0321546778480257,2019.97204251699,2019.97330559463,84060000
519,520,0.00289070671539782,-2.05540139395782,-79.8913182376499,-2.05544378809165,-79.8915712883125,0.0350453845634235,0.0321546778480257,2019.97204251699,2019.9749332237,84060000
520,521,0.0230565822270727,-2.05544378809165,-79.8915712883125,-0.254954832314156,-79.1863675022345,0.0581019667904963,0.0350453845634235,2019.9749332237,2019.99798980593,84060000
520,575,0.0219850081086063,-2.05544378809165,-79.8915712883125,-2.05578462031699,-79.8915964937064,0.0570303926720298,0.0350453845634235,2019.9749332237,2019.99691823181,84060000
521,522,0.000638515394787098,-0.254954832314156,-79.1863675022345,-0.255449737015433,-79.1862230804111,0.0587404821852834,0.0581019667904963,2019.99798980593,2019.99862832133,84060000
521,562,0.000904719053985037,-0.254954832314156,-79.1863675022345,-0.254986369333866,-79.1867289544958,0.0590066858444813,0.0581019667904963,2019.99798980593,2019.99889452499,84060000
522,533,0.000673497334943818,-0.255449737015433,-79.1862230804111,0.44418124450555,-78.2912132972556,0.0594139795202272,0.0587404821852834,2019.99862832133,2019.99930181866,84060000
522,523,0.000981775468421597,-0.255449737015433,-79.1862230804111,-0.255461575414994,-79.1862157328682,0.059722257653705,0.0587404821852834,2019.99862832133,2019.99961009679,84060000
523,524,0.000253861502034547,-0.255461575414994,-79.1862157328682,-0.255439737404257,-79.1860256877355,0.0599761191557395,0.059722257653705,2019.99961009679,2019.9998639583,84060000
523,11,0.69164673380655,-0.255461575414994,-79.1862157328682,-0.256625881728735,-79.1867729016826,0.751368991460255,0.059722257653705,2019.99961009679,2020.6912568306,84060000
524,10,0.724179757550484,-0.255439737404257,-79.1860256877355,-0.251388531513217,-79.1806937614595,0.784155876706223,0.0599761191557395,2019.9998639583,2020.72404371585,84060000
524,525,0.0165015652655034,-0.255439737404257,-79.1860256877355,-0.255219426677165,-79.1867473794309,0.0764776844212429,0.0599761191557395,2019.9998639583,2020.01636552356,84060000
525,528,0.294558210187181,-0.255219426677165,-79.1867473794309,-0.253112853944979,-79.1859251336983,0.371035894608424,0.0764776844212429,2020.01636552356,2020.31092373375,84060000
525,526,0.571848504067098,-0.255219426677165,-79.1867473794309,-0.255563569613505,-79.1867749878524,0.64832618848834,0.0764776844212429,2020.01636552356,2020.58821402763,84060000
