node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,treeID
518,519,0.0658597788516762,-2.0527339304265,-79.8900819651958,-2.05259422696656,-79.8905399663014,0.0658597788516762,0,2019.83384752107,2019.89970729992,35800000
518,580,0.130853613829283,-2.0527339304265,-79.8900819651958,-2.05600846619364,-79.8936871857041,0.130853613829283,0,2019.83384752107,2019.9647011349,35800000
519,523,0.0865048304819411,-2.05259422696656,-79.8905399663014,-2.05094971091695,-79.8918864072328,0.152364609333617,0.0658597788516762,2019.89970729992,2019.9862121304,35800000
519,520,0.100030441136753,-2.05259422696656,-79.8905399663014,-2.05427206500827,-79.8904023419145,0.165890219988429,0.0658597788516762,2019.89970729992,2019.99973774106,35800000
520,4,0.216109253477291,-2.05427206500827,-79.8904023419145,-2.05553382054649,-79.8926697054765,0.38199947346572,0.165890219988429,2019.99973774106,2020.21584699454,35800000
520,521,0.000216728208075723,-2.05427206500827,-79.8904023419145,-2.05406989963429,-79.8905913868201,0.166106948196505,0.165890219988429,2019.99973774106,2019.99995446927,35800000
521,1,0.245947170078058,-2.05406989963429,-79.8905913868201,-2.05641476432303,-79.8876187993077,0.412054118274563,0.166106948196505,2019.99995446927,2020.24590163934,35800000
521,522,0.22218389139514,-2.05406989963429,-79.8905913868201,-2.05546898196969,-79.8960088819097,0.388290839591645,0.166106948196505,2019.99995446927,2020.22213836066,35800000
522,2,0.00736983605993302,-2.05546898196969,-79.8960088819097,-2.05601378196457,-79.8972910352384,0.395660675651578,0.388290839591645,2020.22213836066,2020.22950819672,35800000
522,3,0.00736983605993302,-2.05546898196969,-79.8960088819097,-2.05201232434793,-79.8964479687797,0.395660675651578,0.388290839591645,2020.22213836066,2020.22950819672,35800000
523,524,0.00602497693094373,-2.05094971091695,-79.8918864072328,-2.05115968646073,-79.8921406023134,0.158389586264561,0.152364609333617,2019.9862121304,2019.99223710733,35800000
523,567,0.00650467947531563,-2.05094971091695,-79.8918864072328,-2.05127010993084,-79.8908567098258,0.158869288808933,0.152364609333617,2019.9862121304,2019.99271680988,35800000
524,5,0.983172728731328,-2.05115968646073,-79.8921406023134,-3.51944657186034,-79.8526396136982,1.14156231499589,0.158389586264561,2019.99223710733,2020.97540983607,35800000
524,525,0.00211798910880434,-2.05115968646073,-79.8921406023134,-2.0510954210526,-79.892102434624,0.160507575373365,0.158389586264561,2019.99223710733,2019.99435509644,35800000
525,526,0.00351570426008174,-2.0510954210526,-79.892102434624,0.446205218750202,-78.2901304532357,0.164023279633447,0.160507575373365,2019.99435509644,2019.9978708007,35800000
525,545,0.00489376327022528,-2.0510954210526,-79.892102434624,-1.00521699517996,-80.6701936105999,0.165401338643591,0.160507575373365,2019.99435509644,2019.99924885971,35800000
526,531,0.000446681858899289,0.446205218750202,-78.2901304532357,0.446271600655885,-78.2891683228742,0.164469961492346,0.164023279633447,2019.9978708007,2019.99831748256,35800000
526,527,0.00071599339118511,0.446205218750202,-78.2901304532357,0.447287691327526,-78.289804131033,0.164739273024632,0.164023279633447,2019.9978708007,2019.99858679409,35800000
527,530,0.00134796777701585,0.447287691327526,-78.289804131033,0.447182681311494,-78.2900152869984,0.166087240801648,0.164739273024632,2019.99858679409,2019.99993476187,35800000
527,528,0.26040093739449,0.447287691327526,-78.289804131033,0.44941158250744,-78.2913598951638,0.425140210419123,0.164739273024632,2019.99858679409,2020.25898773149,35800000
528,6,0.525165273975661,0.44941158250744,-78.2913598951638,0.446391545436686,-78.2857411352412,0.950305484394784,0.425140210419123,2020.25898773149,2020.78415300546,35800000
528,529,0.319753449220801,0.44941158250744,-78.2913598951638,0.446228851168748,-78.287946896308,0.744893659639923,0.425140210419123,2020.25898773149,2020.57874118071,35800000
529,8,0.246395431312208,0.446228851168748,-78.287946896308,0.442732670853092,-78.2874254452911,0.991289090952131,0.744893659639923,2020.57874118071,2020.82513661202,35800000
529,7,0.0524063602739762,0.446228851168748,-78.287946896308,0.446428426505119,-78.2909483214364,0.7973000199139,0.744893659639923,2020.57874118071,2020.63114754098,35800000
530,9,0.497332997691478,0.447182681311494,-78.2900152869984,0.44263227856339,-78.2909392333291,0.663420238493126,0.166087240801648,2019.99993476187,2020.49726775956,35800000
530,10,0.612087096052141,0.447182681311494,-78.2900152869984,0.440822527932749,-78.2852938616314,0.778174336853789,0.166087240801648,2019.99993476187,2020.61202185792,35800000
531,532,0.00115479244881489,0.446271600655885,-78.2891683228742,-0.257867808953937,-79.1839650059542,0.165624753941161,0.164469961492346,2019.99831748256,2019.99947227501,35800000
531,25,0.941573227820448,0.446271600655885,-78.2891683228742,0.444340609340381,-78.2872010542935,1.10604318931279,0.164469961492346,2019.99831748256,2020.93989071038,35800000
532,542,0.000445658971137908,-0.257867808953937,-79.1839650059542,-0.258014096584021,-79.1846956052194,0.166070412912299,0.165624753941161,2019.99947227501,2019.99991793398,35800000
532,533,0.000419660481009165,-0.257867808953937,-79.1839650059542,-0.257393857692672,-79.1839237359324,0.16604441442217,0.165624753941161,2019.99947227501,2019.99989193549,35800000
533,538,7.80238260500443e-05,-0.257393857692672,-79.1839237359324,-0.25715932113668,-79.1837769674281,0.16612243824822,0.16604441442217,2019.99989193549,2019.99996995932,35800000
533,534,5.71140394413083e-05,-0.257393857692672,-79.1839237359324,-0.257411980812697,-79.1839811413437,0.166101528461612,0.16604441442217,2019.99989193549,2019.99994904953,35800000
534,535,0.885880525392798,-0.257411980812697,-79.1839811413437,-3.9386245665587,-78.9616575342774,1.05198205385441,0.166101528461612,2019.99994904953,2020.88582957492,35800000
534,15,0.972728546097151,-0.257411980812697,-79.1839811413437,-0.132562488155226,-78.5571086972355,1.13883007455876,0.166101528461612,2019.99994904953,2020.97267759563,35800000
535,536,0.0731350170099413,-3.9386245665587,-78.9616575342774,-3.93869018086567,-78.9605548876905,1.12511707086435,1.05198205385441,2020.88582957492,2020.95896459193,35800000
535,537,0.0518060792242365,-3.9386245665587,-78.9616575342774,-3.93807724934092,-78.9628407608038,1.10378813307865,1.05198205385441,2020.88582957492,2020.93763565415,35800000
536,12,0.0164452441315376,-3.93869018086567,-78.9605548876905,-3.51935072804474,-79.8570771871802,1.14156231499589,1.12511707086435,2020.95896459193,2020.97540983607,35800000
536,11,0.0109807632570579,-3.93869018086567,-78.9605548876905,-3.92954557813647,-78.9685513339808,1.13609783412141,1.12511707086435,2020.95896459193,2020.96994535519,35800000
537,13,0.0323097010427627,-3.93807724934092,-78.9628407608038,-3.93641631641729,-78.9640331540135,1.13609783412141,1.10378813307865,2020.93763565415,2020.96994535519,35800000
537,14,0.0323097010427627,-3.93807724934092,-78.9628407608038,-3.93810779481565,-78.9687234751944,1.13609783412141,1.10378813307865,2020.93763565415,2020.96994535519,35800000
538,541,0.817149106207907,-0.25715932113668,-79.1837769674281,-0.25689815734923,-79.1819743901613,0.983271544456127,0.16612243824822,2019.99996995932,2020.81711906553,35800000
538,539,0.222354545571846,-0.25715932113668,-79.1837769674281,-0.255191973328059,-79.1833288221163,0.388476983820066,0.16612243824822,2019.99996995932,2020.22232450489,35800000
539,540,0.167098944818688,-0.255191973328059,-79.1833288221163,-0.252168490998407,-79.1878933756068,0.555575928638754,0.388476983820066,2020.22232450489,2020.38942344971,35800000
539,18,0.27494325467306,-0.255191973328059,-79.1833288221163,-0.259999493009423,-79.1811882898295,0.663420238493126,0.388476983820066,2020.22232450489,2020.49726775956,35800000
540,16,0.293636659581225,-0.252168490998407,-79.1878933756068,0.716495331407385,-79.3056719452804,0.849212588219979,0.555575928638754,2020.38942344971,2020.68306010929,35800000
540,17,0.378336113133045,-0.252168490998407,-79.1878933756068,-0.253463909569629,-79.1874669639878,0.933912041771799,0.555575928638754,2020.38942344971,2020.76775956284,35800000
541,20,0.0134820273702559,-0.25689815734923,-79.1819743901613,-0.255044935144336,-79.1822191188934,0.996753571826383,0.983271544456127,2020.81711906553,2020.8306010929,35800000
541,19,0.0134820273702559,-0.25689815734923,-79.1819743901613,-0.257353545904736,-79.1821473756252,0.996753571826383,0.983271544456127,2020.81711906553,2020.8306010929,35800000
542,24,0.497349825580827,-0.258014096584021,-79.1846956052194,-0.25899268230763,-79.187421032594,0.663420238493126,0.166070412912299,2019.99991793398,2020.49726775956,35800000
542,543,0.21486858336092,-0.258014096584021,-79.1846956052194,-3.98641492152939,-79.2560617569692,0.380938996273219,0.166070412912299,2019.99991793398,2020.21478651734,35800000
543,21,0.757891078285543,-3.98641492152939,-79.2560617569692,-3.98966327031048,-79.2563926197915,1.13883007455876,0.380938996273219,2020.21478651734,2020.97267759563,35800000
543,544,0.147969803018418,-3.98641492152939,-79.2560617569692,-3.98561804493253,-79.2591584038703,0.528908799291638,0.380938996273219,2020.21478651734,2020.36275632036,35800000
