Entity;Code;Day;stringency_index
Ecuador;ECU;21.01.2022;60
Ecuador;ECU;22.01.2022;60
Ecuador;ECU;23.01.2022;60
Ecuador;ECU;24.01.2022;60
Ecuador;ECU;25.01.2022;60
Ecuador;ECU;26.01.2022;60
Ecuador;ECU;27.01.2022;60
Ecuador;ECU;28.01.2022;60
Ecuador;ECU;29.01.2022;60
Ecuador;ECU;30.01.2022;60
Ecuador;ECU;31.01.2022;60
